classifier_id,classifier_name,gene_symbol_original,gene_symbol_harmonized,gene_role,weight,source_probe,source_object,source_note,row_in_classifier_source
PAM50,PAM50 intrinsic subtype classifier,ACTR3B,ACTR3B,,,ACTR3B,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,1
PAM50,PAM50 intrinsic subtype classifier,ANLN,ANLN,,,ANLN,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,2
PAM50,PAM50 intrinsic subtype classifier,BAG1,BAG1,,,BAG1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,3
PAM50,PAM50 intrinsic subtype classifier,BCL2,BCL2,,,BCL2,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,4
PAM50,PAM50 intrinsic subtype classifier,BIRC5,BIRC5,,,BIRC5,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,5
PAM50,PAM50 intrinsic subtype classifier,BLVRA,BLVRA,,,BLVRA,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,6
PAM50,PAM50 intrinsic subtype classifier,CCNB1,CCNB1,,,CCNB1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,7
PAM50,PAM50 intrinsic subtype classifier,CCNE1,CCNE1,,,CCNE1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,8
PAM50,PAM50 intrinsic subtype classifier,CDC20,CDC20,,,CDC20,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,9
PAM50,PAM50 intrinsic subtype classifier,CDC6,CDC6,,,CDC6,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,10
PAM50,PAM50 intrinsic subtype classifier,CDCA1,CDCA1,,,CDCA1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,11
PAM50,PAM50 intrinsic subtype classifier,CDH3,CDH3,,,CDH3,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,12
PAM50,PAM50 intrinsic subtype classifier,CENPF,CENPF,,,CENPF,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,13
PAM50,PAM50 intrinsic subtype classifier,CEP55,CEP55,,,CEP55,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,14
PAM50,PAM50 intrinsic subtype classifier,CXXC5,CXXC5,,,CXXC5,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,15
PAM50,PAM50 intrinsic subtype classifier,EGFR,EGFR,,,EGFR,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,16
PAM50,PAM50 intrinsic subtype classifier,ERBB2,ERBB2,,,ERBB2,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,17
PAM50,PAM50 intrinsic subtype classifier,ESR1,ESR1,,,ESR1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,18
PAM50,PAM50 intrinsic subtype classifier,EXO1,EXO1,,,EXO1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,19
PAM50,PAM50 intrinsic subtype classifier,FGFR4,FGFR4,,,FGFR4,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,20
PAM50,PAM50 intrinsic subtype classifier,FOXA1,FOXA1,,,FOXA1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,21
PAM50,PAM50 intrinsic subtype classifier,FOXC1,FOXC1,,,FOXC1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,22
PAM50,PAM50 intrinsic subtype classifier,GPR160,GPR160,,,GPR160,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,23
PAM50,PAM50 intrinsic subtype classifier,GRB7,GRB7,,,GRB7,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,24
PAM50,PAM50 intrinsic subtype classifier,KIF2C,KIF2C,,,KIF2C,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,25
PAM50,PAM50 intrinsic subtype classifier,KNTC2,KNTC2,,,KNTC2,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,26
PAM50,PAM50 intrinsic subtype classifier,KRT14,KRT14,,,KRT14,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,27
PAM50,PAM50 intrinsic subtype classifier,KRT17,KRT17,,,KRT17,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,28
PAM50,PAM50 intrinsic subtype classifier,KRT5,KRT5,,,KRT5,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,29
PAM50,PAM50 intrinsic subtype classifier,MAPT,MAPT,,,MAPT,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,30
PAM50,PAM50 intrinsic subtype classifier,MDM2,MDM2,,,MDM2,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,31
PAM50,PAM50 intrinsic subtype classifier,MELK,MELK,,,MELK,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,32
PAM50,PAM50 intrinsic subtype classifier,MIA,MIA,,,MIA,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,33
PAM50,PAM50 intrinsic subtype classifier,MKI67,MKI67,,,MKI67,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,34
PAM50,PAM50 intrinsic subtype classifier,MLPH,MLPH,,,MLPH,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,35
PAM50,PAM50 intrinsic subtype classifier,MMP11,MMP11,,,MMP11,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,36
PAM50,PAM50 intrinsic subtype classifier,MYBL2,MYBL2,,,MYBL2,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,37
PAM50,PAM50 intrinsic subtype classifier,MYC,MYC,,,MYC,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,38
PAM50,PAM50 intrinsic subtype classifier,NAT1,NAT1,,,NAT1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,39
PAM50,PAM50 intrinsic subtype classifier,ORC6L,ORC6,,,ORC6L,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,40
PAM50,PAM50 intrinsic subtype classifier,PGR,PGR,,,PGR,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,41
PAM50,PAM50 intrinsic subtype classifier,PHGDH,PHGDH,,,PHGDH,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,42
PAM50,PAM50 intrinsic subtype classifier,PTTG1,PTTG1,,,PTTG1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,43
PAM50,PAM50 intrinsic subtype classifier,RRM2,RRM2,,,RRM2,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,44
PAM50,PAM50 intrinsic subtype classifier,SFRP1,SFRP1,,,SFRP1,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,45
PAM50,PAM50 intrinsic subtype classifier,SLC39A6,SLC39A6,,,SLC39A6,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,46
PAM50,PAM50 intrinsic subtype classifier,TMEM45B,TMEM45B,,,TMEM45B,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,47
PAM50,PAM50 intrinsic subtype classifier,TYMS,TYMS,,,TYMS,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,48
PAM50,PAM50 intrinsic subtype classifier,UBE2C,UBE2C,,,UBE2C,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,49
PAM50,PAM50 intrinsic subtype classifier,UBE2T,UBE2T,,,UBE2T,genefu::pam50$centroids.map,50-gene centroid classifier from genefu source object,50
MAMMAPRINT_70,MammaPrint / 70-gene signature,ALDH4A1,ALDH4A1,70-gene prognosis signature,,NM_003748,genefu::sig.gene70,HUGO symbol from genefu object,1
MAMMAPRINT_70,MammaPrint / 70-gene signature,FGF18,FGF18,70-gene prognosis signature,,NM_003862,genefu::sig.gene70,HUGO symbol from genefu object,2
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,Contig32125_RC,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,3
MAMMAPRINT_70,MammaPrint / 70-gene signature,BBC3,BBC3,70-gene prognosis signature,,U82987,genefu::sig.gene70,HUGO symbol from genefu object,4
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,AB037863,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,5
MAMMAPRINT_70,MammaPrint / 70-gene signature,SCUBE2,SCUBE2,70-gene prognosis signature,,NM_020974,genefu::sig.gene70,HUGO symbol from genefu object,6
MAMMAPRINT_70,MammaPrint / 70-gene signature,RUNDC1,RUNDC1,70-gene prognosis signature,,Contig55377_RC,genefu::sig.gene70,HUGO symbol from genefu object,7
MAMMAPRINT_70,MammaPrint / 70-gene signature,WISP1,WISP1,70-gene prognosis signature,,NM_003882,genefu::sig.gene70,HUGO symbol from genefu object,8
MAMMAPRINT_70,MammaPrint / 70-gene signature,GSTM3,GSTM3,70-gene prognosis signature,,NM_000849,genefu::sig.gene70,HUGO symbol from genefu object,9
MAMMAPRINT_70,MammaPrint / 70-gene signature,ZNF533,ZNF533,70-gene prognosis signature,,Contig48328_RC,genefu::sig.gene70,HUGO symbol from genefu object,10
MAMMAPRINT_70,MammaPrint / 70-gene signature,RTN4RL1,RTN4RL1,70-gene prognosis signature,,Contig46223_RC,genefu::sig.gene70,HUGO symbol from genefu object,11
MAMMAPRINT_70,MammaPrint / 70-gene signature,PECI,PECI,70-gene prognosis signature,,NM_006117,genefu::sig.gene70,HUGO symbol from genefu object,12
MAMMAPRINT_70,MammaPrint / 70-gene signature,TGFB3,TGFB3,70-gene prognosis signature,,NM_003239,genefu::sig.gene70,HUGO symbol from genefu object,13
MAMMAPRINT_70,MammaPrint / 70-gene signature,STK32B,STK32B,70-gene prognosis signature,,NM_018401,genefu::sig.gene70,HUGO symbol from genefu object,14
MAMMAPRINT_70,MammaPrint / 70-gene signature,PECI,PECI,70-gene prognosis signature,,AF257175,genefu::sig.gene70,HUGO symbol from genefu object,15
MAMMAPRINT_70,MammaPrint / 70-gene signature,MS4A7,MS4A7,70-gene prognosis signature,,AF201951,genefu::sig.gene70,HUGO symbol from genefu object,16
MAMMAPRINT_70,MammaPrint / 70-gene signature,AP2B1,AP2B1,70-gene prognosis signature,,NM_001282,genefu::sig.gene70,HUGO symbol from genefu object,17
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,Contig63102_RC,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,18
MAMMAPRINT_70,MammaPrint / 70-gene signature,C20orf46,C20ORF46,70-gene prognosis signature,,NM_018354,genefu::sig.gene70,HUGO symbol from genefu object,19
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,NM_007036,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,20
MAMMAPRINT_70,MammaPrint / 70-gene signature,CCNE2,CCNE2,70-gene prognosis signature,,NM_004702,genefu::sig.gene70,HUGO symbol from genefu object,21
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,Contig2399_RC,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,22
MAMMAPRINT_70,MammaPrint / 70-gene signature,CENPA,CENPA,70-gene prognosis signature,,NM_001809,genefu::sig.gene70,HUGO symbol from genefu object,23
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,Contig20217_RC,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,24
MAMMAPRINT_70,MammaPrint / 70-gene signature,PRC1,PRC1,70-gene prognosis signature,,NM_003981,genefu::sig.gene70,HUGO symbol from genefu object,25
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,NM_007203,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,26
MAMMAPRINT_70,MammaPrint / 70-gene signature,NMU,NMU,70-gene prognosis signature,,NM_006681,genefu::sig.gene70,HUGO symbol from genefu object,27
MAMMAPRINT_70,MammaPrint / 70-gene signature,IGFBP5,IGFBP5,70-gene prognosis signature,,AF055033,genefu::sig.gene70,HUGO symbol from genefu object,28
MAMMAPRINT_70,MammaPrint / 70-gene signature,PITRM1,PITRM1,70-gene prognosis signature,,NM_014889,genefu::sig.gene70,HUGO symbol from genefu object,29
MAMMAPRINT_70,MammaPrint / 70-gene signature,HRASLS,HRASLS,70-gene prognosis signature,,NM_020386,genefu::sig.gene70,HUGO symbol from genefu object,30
MAMMAPRINT_70,MammaPrint / 70-gene signature,IGFBP5,IGFBP5,70-gene prognosis signature,,NM_000599,genefu::sig.gene70,HUGO symbol from genefu object,31
MAMMAPRINT_70,MammaPrint / 70-gene signature,C9orf30,C9ORF30,70-gene prognosis signature,,Contig56457_RC,genefu::sig.gene70,HUGO symbol from genefu object,32
MAMMAPRINT_70,MammaPrint / 70-gene signature,MCM6,MCM6,70-gene prognosis signature,,NM_005915,genefu::sig.gene70,HUGO symbol from genefu object,33
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,Contig24252_RC,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,34
MAMMAPRINT_70,MammaPrint / 70-gene signature,CDCA7,CDCA7,70-gene prognosis signature,,Contig55725_RC,genefu::sig.gene70,HUGO symbol from genefu object,35
MAMMAPRINT_70,MammaPrint / 70-gene signature,RFC4,RFC4,70-gene prognosis signature,,NM_002916,genefu::sig.gene70,HUGO symbol from genefu object,36
MAMMAPRINT_70,MammaPrint / 70-gene signature,ORC6L,ORC6,70-gene prognosis signature,,NM_014321,genefu::sig.gene70,HUGO symbol from genefu object,37
MAMMAPRINT_70,MammaPrint / 70-gene signature,SLC2A3,SLC2A3,70-gene prognosis signature,,NM_006931,genefu::sig.gene70,HUGO symbol from genefu object,38
MAMMAPRINT_70,MammaPrint / 70-gene signature,GPR126,GPR126,70-gene prognosis signature,,AL080079,genefu::sig.gene70,HUGO symbol from genefu object,39
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,Contig51464_RC,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,40
MAMMAPRINT_70,MammaPrint / 70-gene signature,DCK,DCK,70-gene prognosis signature,,NM_000788,genefu::sig.gene70,HUGO symbol from genefu object,41
MAMMAPRINT_70,MammaPrint / 70-gene signature,DTL,DTL,70-gene prognosis signature,,NM_016448,genefu::sig.gene70,HUGO symbol from genefu object,42
MAMMAPRINT_70,MammaPrint / 70-gene signature,COL4A2,COL4A2,70-gene prognosis signature,,X05610,genefu::sig.gene70,HUGO symbol from genefu object,43
MAMMAPRINT_70,MammaPrint / 70-gene signature,MELK,MELK,70-gene prognosis signature,,NM_014791,genefu::sig.gene70,HUGO symbol from genefu object,44
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,Contig40831_RC,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,45
MAMMAPRINT_70,MammaPrint / 70-gene signature,MTDH,MTDH,70-gene prognosis signature,,AK000745,genefu::sig.gene70,HUGO symbol from genefu object,46
MAMMAPRINT_70,MammaPrint / 70-gene signature,UCHL5,UCHL5,70-gene prognosis signature,,NM_015984,genefu::sig.gene70,HUGO symbol from genefu object,47
MAMMAPRINT_70,MammaPrint / 70-gene signature,RAB6B,RAB6B,70-gene prognosis signature,,NM_016577,genefu::sig.gene70,HUGO symbol from genefu object,48
MAMMAPRINT_70,MammaPrint / 70-gene signature,GPR180,GPR180,70-gene prognosis signature,,Contig32185_RC,genefu::sig.gene70,HUGO symbol from genefu object,49
MAMMAPRINT_70,MammaPrint / 70-gene signature,AYTL2,AYTL2,70-gene prognosis signature,,AF052162,genefu::sig.gene70,HUGO symbol from genefu object,50
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,AF073519,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,51
MAMMAPRINT_70,MammaPrint / 70-gene signature,CDC42BPA,CDC42BPA,70-gene prognosis signature,,NM_003607,genefu::sig.gene70,HUGO symbol from genefu object,52
MAMMAPRINT_70,MammaPrint / 70-gene signature,KNTC2,KNTC2,70-gene prognosis signature,,NM_006101,genefu::sig.gene70,HUGO symbol from genefu object,53
MAMMAPRINT_70,MammaPrint / 70-gene signature,GMPS,GMPS,70-gene prognosis signature,,NM_003875,genefu::sig.gene70,HUGO symbol from genefu object,54
MAMMAPRINT_70,MammaPrint / 70-gene signature,ECT2,ECT2,70-gene prognosis signature,,Contig25991,genefu::sig.gene70,HUGO symbol from genefu object,55
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,Contig35251_RC,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,56
MAMMAPRINT_70,MammaPrint / 70-gene signature,MMP9,MMP9,70-gene prognosis signature,,NM_004994,genefu::sig.gene70,HUGO symbol from genefu object,57
MAMMAPRINT_70,MammaPrint / 70-gene signature,OXCT1,OXCT1,70-gene prognosis signature,,NM_000436,genefu::sig.gene70,HUGO symbol from genefu object,58
MAMMAPRINT_70,MammaPrint / 70-gene signature,GNAZ,GNAZ,70-gene prognosis signature,,NM_002073,genefu::sig.gene70,HUGO symbol from genefu object,59
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,NM_002019,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,60
MAMMAPRINT_70,MammaPrint / 70-gene signature,EXT1,EXT1,70-gene prognosis signature,,NM_000127,genefu::sig.gene70,HUGO symbol from genefu object,61
MAMMAPRINT_70,MammaPrint / 70-gene signature,C16orf61,C16ORF61,70-gene prognosis signature,,NM_020188,genefu::sig.gene70,HUGO symbol from genefu object,62
MAMMAPRINT_70,MammaPrint / 70-gene signature,DIAPH3,DIAPH3,70-gene prognosis signature,,AL137718,genefu::sig.gene70,HUGO symbol from genefu object,63
MAMMAPRINT_70,MammaPrint / 70-gene signature,DIAPH3,DIAPH3,70-gene prognosis signature,,Contig28552_RC,genefu::sig.gene70,HUGO symbol from genefu object,64
MAMMAPRINT_70,MammaPrint / 70-gene signature,QSCN6L1,QSCN6L1,70-gene prognosis signature,,Contig38288_RC,genefu::sig.gene70,HUGO symbol from genefu object,65
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,AA555029_RC,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,66
MAMMAPRINT_70,MammaPrint / 70-gene signature,NUSAP1,NUSAP1,70-gene prognosis signature,,NM_016359,genefu::sig.gene70,HUGO symbol from genefu object,67
MAMMAPRINT_70,MammaPrint / 70-gene signature,DIAPH3,DIAPH3,70-gene prognosis signature,,Contig46218_RC,genefu::sig.gene70,HUGO symbol from genefu object,68
MAMMAPRINT_70,MammaPrint / 70-gene signature,,,70-gene prognosis signature,,Contig63649_RC,genefu::sig.gene70,No HUGO symbol in genefu object; cannot audit by gene symbol,69
MAMMAPRINT_70,MammaPrint / 70-gene signature,TSPYL5,TSPYL5,70-gene prognosis signature,,AL080059,genefu::sig.gene70,HUGO symbol from genefu object,70
ONCOTYPE_DX_21,Oncotype DX 21-gene recurrence score gene set,MKI67,MKI67,proliferation,0.208,212022_s_at,genefu::sig.oncotypedx,Gene set and group weights from genefu object; commercial assay algorithm is not reconstructed,1
ONCOTYPE_DX_21,Oncotype DX 21-gene recurrence score gene set,AURKA,AURKA,proliferation,0.208,208079_s_at,genefu::sig.oncotypedx,Gene set and group weights from genefu object; commercial assay algorithm is not reconstructed,2
ONCOTYPE_DX_21,Oncotype DX 21-gene recurrence score gene set,BIRC5,BIRC5,proliferation,0.208,202095_s_at,genefu::sig.oncotypedx,Gene set and group weights from genefu object; commercial assay algorithm is not reconstructed,3
ONCOTYPE_DX_21,Oncotype DX 21-gene recurrence score gene set,CCNB1,CCNB1,proliferation,0.208,214710_s_at,genefu::sig.oncotypedx,Gene set and group weights from genefu object; commercial assay algorithm is not reconstructed,4
ONCOTYPE_DX_21,Oncotype DX 21-gene recurrence score gene set,MYBL2,MYBL2,proliferation,0.208,201710_at,genefu::sig.oncotypedx,Gene set and group weights from genefu object; commercial assay algorithm is not reconstructed,5
ONCOTYPE_DX_21,Oncotype DX 21-gene recurrence score gene set,MMP11,MMP11,invasion,0.05,203876_s_at,genefu::sig.oncotypedx,Gene set and group weights from genefu object; commercial assay algorithm is not reconstructed,6
